run_epoch,epoch,loss_total,loss_rgb_identity,loss_cross_view,loss_sar_class,loss_cluster,loss_structure,loss_statistics,loss_physics,loss_perceptual,loss_angle,loss_adversarial,loss_feature_match,contribution_rgb_identity,contribution_cross_view,contribution_sar_class,contribution_cluster,contribution_structure,contribution_statistics,contribution_physics,contribution_perceptual,contribution_angle,contribution_adversarial,contribution_feature_match,loss_discriminator,loss_discriminator_wrong_azimuth,rgb_identity_accuracy,native_fake_accuracy,cluster_cosine,speckle_strength,validation_samples,validation_generated_identity,validation_real_identity,validation_generated_depression,validation_real_depression,validation_generated_azimuth_mae,validation_real_azimuth_mae,validation_pair_30_error,validation_feature_cosine,validation_aligned_lowpass_l1,validation_response_lowpass_l1_30
1,71,16.75615079498291,0.17380763387680054,0.012301408290863037,0.21405026078224182,0.28546000146865846,0.5803720512390137,0.11472932708263398,0.5559342081546783,0.0,0.01949951060116291,-0.28746398766338827,0.014851806186139583,1.7380763387680054,0.024602816581726073,0.21405026078224182,1.4273000087738037,11.60744101715088,0.573646636724472,1.667802622795105,0.0,0.003899902204051614,-0.5749279753267765,0.07425903075933457,2.334373830795288,0.0,1.0,0.995,0.7145399985313415,0.32,640.0,0.9828125,1.0,0.490625,0.9875,46.255630302429196,4.6779321193695065,51.95437431335449,0.4869637981057167,0.14404858648777008,0.1046112060546875
2,72,17.92210047149658,0.17002717280387877,0.011099539279937743,0.20020315194129945,0.26409233045578,0.5899972026348114,0.1108033561706543,0.5659495899677277,0.0,0.02048326054215431,0.2797227443829179,0.012722624249756335,1.7002717266082763,0.022199078559875487,0.20020315194129945,1.3204616527557373,11.799944046020508,0.5540167787075043,1.69784876537323,0.0,0.004096652196720243,0.5594454887658358,0.06361312139034271,1.8083393659591676,0.0,1.0,0.99825,0.7359076695442199,0.32,640.0,0.9984375,1.0,0.5140625,0.9875,45.41651601791382,4.6779321193695065,48.07369270324707,0.4985449805855751,0.14290934205055236,0.1052215576171875
3,73,17.872049385070802,0.16968326127529143,0.010931069850921632,0.19894188487529754,0.2570788984298706,0.5868197462558746,0.10751583790779114,0.5547121980190277,0.0,0.021362488076090813,0.3321191133409739,0.012479395143687726,1.696832615852356,0.021862139701843263,0.19894188487529754,1.2853944911956787,11.73639493560791,0.5375791871547699,1.6641365938186645,0.0,0.004272497706115246,0.6642382266819478,0.062396975547075274,1.7923218336105347,0.0,1.0,0.99825,0.7429211015701294,0.32,640.0,0.98125,1.0,0.5484375,0.9875,42.28861331939697,4.6779321193695065,48.58106107711792,0.4987006902694702,0.1474296346306801,0.11451416015625
4,74,17.926554634094238,0.1694573279619217,0.010815396785736084,0.20417324531078337,0.2608733630180359,0.5933644375801086,0.10620567637681962,0.5711908223628998,0.0,0.02125649456679821,0.2604833236858249,0.012940618343651294,1.6945732784271241,0.021630793571472167,0.20417324531078337,1.3043668127059938,11.867288749694824,0.5310283823013305,1.7135724668502808,0.0,0.004251299012452364,0.5209666473716498,0.06470309150218964,1.7850685577392578,0.0,1.0,0.99725,0.7391266369819641,0.32,640.0,0.9875,1.0,0.5078125,0.9875,43.728441047668454,4.6779321193695065,48.29155559539795,0.49911164194345475,0.14070748090744017,0.1013427734375
