run_epoch,epoch,loss_total,loss_rgb_identity,loss_cross_view,loss_sar_class,loss_cluster,loss_structure,loss_statistics,loss_physics,loss_perceptual,loss_angle,loss_adversarial,loss_feature_match,contribution_rgb_identity,contribution_cross_view,contribution_sar_class,contribution_cluster,contribution_structure,contribution_statistics,contribution_physics,contribution_perceptual,contribution_angle,contribution_adversarial,contribution_feature_match,loss_discriminator,loss_discriminator_wrong_azimuth,rgb_identity_accuracy,native_fake_accuracy,cluster_cosine,speckle_strength,validation_samples,validation_generated_identity,validation_real_identity,validation_generated_depression,validation_real_depression,validation_generated_azimuth_mae,validation_real_azimuth_mae,validation_pair_30_error,validation_feature_cosine,validation_aligned_lowpass_l1,validation_response_lowpass_l1_30
11,81,17.787109855651856,0.16901293408870696,0.010391407489776612,0.1962429131269455,0.24291868972778322,0.5918822255134583,0.10753139895200729,0.5633252995014191,0.0,0.021615727230906486,0.2654627739489078,0.012967071183025838,1.6901293392181396,0.020782814979553223,0.1962429131269455,1.2145934495925903,11.837644500732422,0.537656996011734,1.6899759006500243,0.0,0.004323145506903529,0.5309255478978157,0.06483535611629486,1.7122380208969117,0.0,1.0,0.99925,0.7570813102722168,0.32,640.0,0.990625,1.0,0.55,0.9875,38.850215148925784,4.6779321193695065,46.692602443695066,0.5164494305849076,0.14492025524377822,0.118780517578125
12,82,17.637684288024904,0.16898049414157867,0.010151129722595215,0.19835719573497773,0.2419112548828125,0.5850800619125366,0.10624369615316391,0.5682466351985931,0.0,0.021415354266762734,0.257575455494225,0.012534001708030701,1.6898049411773681,0.02030225944519043,0.19835719573497773,1.2095562715530395,11.70160124206543,0.5312184808254242,1.7047399024963379,0.0,0.00428307094424963,0.51515091098845,0.06267000856995583,1.712181254386902,0.0,1.0,0.997,0.7580887451171875,0.32,640.0,0.9953125,1.0,0.609375,0.9875,41.83426942825317,4.6779321193695065,48.70339794158936,0.5164260715246201,0.14200824312865734,0.11119384765625
13,83,17.942425285339354,0.16896020436286927,0.009932425498962403,0.1989728593826294,0.23944326972961424,0.5857248759269714,0.10982078510522843,0.5703907313346863,0.0,0.022133668318390847,0.39666153289377687,0.01284912722557783,1.6896020460128784,0.019864850997924805,0.1989728593826294,1.1972163496017456,11.714497497558593,0.549103925704956,1.7111721925735475,0.0,0.004426733741536736,0.7933230657875537,0.06424563616514206,1.7246616582870484,0.0,1.0,0.99775,0.7605567302703857,0.32,640.0,0.990625,1.0,0.5640625,0.9875,38.01566619873047,4.6779321193695065,46.44788703918457,0.5171984136104584,0.1437724433839321,0.11273193359375
14,84,17.678450134277345,0.16888430845737457,0.010284575939178467,0.19842449629306794,0.24211086559295655,0.5839264035224915,0.10840629810094833,0.565136734008789,0.0,0.022342764243483543,0.2879924756139517,0.012727166108787059,1.6888430852890015,0.020569151878356933,0.19842449629306794,1.2105543251037598,11.678528053283692,0.542031489610672,1.69541020488739,0.0,0.004468552937731147,0.5759849512279034,0.0636358305811882,1.7383507604599,0.0,1.0,0.99825,0.7578891344070434,0.32,640.0,0.9890625,1.0,0.5671875,0.9875,37.303864574432374,4.6779321193695065,46.60595283508301,0.5211616218090057,0.1418748278170824,0.11224365234375
15,85,17.678574317932128,0.16876646149158478,0.009957654476165772,0.19655793380737305,0.23778363513946532,0.5834548478126526,0.10739042437076568,0.5705715639591217,0.0,0.022433344408869745,0.29958170863986017,0.012820874303579331,1.687664613723755,0.019915308952331543,0.19655793380737305,1.1889181785583496,11.669096969604492,0.5369521222114563,1.7117146940231323,0.0,0.0044866689629852775,0.5991634172797203,0.06410437166690826,1.685153179168701,0.0,1.0,0.998,0.7622163648605347,0.32,640.0,0.99375,1.0,0.5421875,0.9875,38.18654050827026,4.6779321193695065,46.67319564819336,0.5259394362568856,0.13943861648440362,0.105810546875
16,86,17.77591724395752,0.1688259381055832,0.009892809391021728,0.19676553082466125,0.23826239109039307,0.585547472000122,0.10651947247982026,0.5677578101158142,0.0,0.02305255274474621,0.3324702953994274,0.012684696428477764,1.6882593851089478,0.019785618782043456,0.19676553082466125,1.191311954498291,11.710949470520019,0.532597362279892,1.7032734260559081,0.0,0.004610510654747486,0.6649405907988548,0.06342348212003708,1.7244482822418212,0.0,1.0,0.99875,0.761737608909607,0.32,640.0,0.9953125,1.0,0.5765625,0.9875,33.888114261627194,4.6779321193695065,43.329515075683595,0.531534594297409,0.1457503356039524,0.11868896484375
17,87,17.532687728881836,0.16875418055057526,0.009720417022705078,0.19594808983802794,0.23421062850952148,0.5773159067630768,0.10725463843345642,0.5743444578647614,0.0,0.022250451311469077,0.29291181273013356,0.01256109967827797,1.6875418014526367,0.019440834045410155,0.19594808983802794,1.171053140640259,11.546318099975586,0.5362731909751892,1.7230333766937256,0.0,0.00445009034126997,0.5858236254602671,0.06280549839138985,1.6758592987060548,0.0,1.0,0.99825,0.7657893714904785,0.32,640.0,0.9953125,1.0,0.603125,0.9875,37.26447763442993,4.6779321193695065,46.01882266998291,0.5261895909905434,0.1417584478855133,0.1121917724609375
18,88,17.558814613342285,0.16876607131958007,0.009570976734161378,0.19556406784057617,0.23521767377853395,0.5753006904125214,0.10580814933776855,0.5666056728363037,0.0,0.022393396615982056,0.33996790209412575,0.01221471194922924,1.6876607160568238,0.019141953468322755,0.19556406784057617,1.1760883703231813,11.506013763427735,0.5290407462120056,1.6998170223236084,0.0,0.004478679440915585,0.6799358041882515,0.061073559761047364,1.6916713819503784,0.0,1.0,0.999,0.764782326221466,0.32,640.0,0.9875,1.0,0.575,0.9875,37.15880060195923,4.6779321193695065,45.42871351242066,0.5241806849837303,0.14429980665445327,0.1163970947265625
19,89,17.339219116210938,0.16881578314304352,0.00956955099105835,0.19767820179462434,0.2365974383354187,0.574514924287796,0.10823651760816574,0.5673115816116333,0.0,0.022243443593382834,0.22555449870228766,0.012456617444753647,1.688157826423645,0.0191391019821167,0.19767820179462434,1.1829871921539306,11.490298500061035,0.5411825885772705,1.70193475151062,0.0,0.004448688799515366,0.45110899740457533,0.062283087164163586,1.6743391103744507,0.0,1.0,0.999,0.7634025616645813,0.32,640.0,0.9921875,1.0,0.6328125,0.9875,38.8631046295166,4.6779321193695065,48.41425323486328,0.5337485194206237,0.14154160693287848,0.117041015625
20,90,17.725419509887697,0.1687185400724411,0.009392388820648193,0.19758045840263366,0.23309836959838867,0.5792749392986297,0.10738805943727493,0.5502466640472412,0.0,0.02279362304508686,0.40914102387428286,0.012071439161896706,1.6871854057312012,0.018784777641296387,0.19758045840263366,1.1654918494224549,11.585498764038086,0.5369402987957,1.650739990234375,0.0,0.004558724718168378,0.8182820477485657,0.06035719579458237,1.685295910835266,0.0,1.0,0.99875,0.7669016304016113,0.32,640.0,0.996875,1.0,0.590625,0.9875,34.41508312225342,4.6779321193695065,45.13028793334961,0.5238201797008515,0.14368103221058845,0.116845703125
21,91,17.71046543121338,0.16877207696437835,0.00947004795074463,0.19678305876255037,0.23407472276687621,0.5730863425731659,0.10588688653707504,0.5602356059551239,0.0,0.022675032779574396,0.45093083649873733,0.01167661639302969,1.6877207746505738,0.01894009590148926,0.19678305876255037,1.1703736147880555,11.461726821899415,0.5294344310760498,1.6807068195343018,0.0,0.004535006672143936,0.9018616729974747,0.05838308200240135,1.6720037775039673,0.0,1.0,0.998,0.7659252772331238,0.32,640.0,0.9921875,1.0,0.596875,0.9875,38.06396560668945,4.6779321193695065,45.94191436767578,0.5293999463319778,0.14190610870718956,0.11424560546875
22,92,17.31892670440674,0.1687091144323349,0.009500405311584473,0.19786429631710054,0.23113521337509155,0.5693310127258301,0.10664846801757813,0.5634100542068482,0.0,0.022517775595188142,0.2931900268997997,0.011663610689342022,1.6870911407470703,0.019000810623168947,0.19786429631710054,1.155676067352295,11.386620262145996,0.5332423422336579,1.6902301607131958,0.0,0.004503555214032531,0.5863800537995995,0.05831805342435837,1.6603993616104127,0.0,1.0,0.9975,0.7688647866249084,0.32,640.0,0.9890625,1.0,0.6296875,0.9875,36.557410049438474,4.6779321193695065,46.734894561767575,0.5332336753606797,0.14076894670724868,0.1126251220703125
23,93,17.402427040100097,0.16867353093624116,0.009435759067535401,0.19654500460624694,0.23136278295516968,0.5780975379943848,0.10742372018098831,0.5702173235416412,0.0,0.022549639746546744,0.23555028515309095,0.011625890851020813,1.6867353029251098,0.018871518135070802,0.19654500460624694,1.1568139152526855,11.561950721740722,0.5371186006069183,1.7106519708633423,0.0,0.004509928032755852,0.4711005703061819,0.05812945419549942,1.6627980470657349,0.0,1.0,0.99825,0.7686372170448303,0.32,640.0,0.99375,1.0,0.6,0.9875,34.67881278991699,4.6779321193695065,44.348479652404784,0.5334613531827926,0.14044396840035916,0.11280517578125
24,94,17.526611587524414,0.16876008701324463,0.00938475227355957,0.19796906530857086,0.23196073293685912,0.57509250664711,0.10741197782754898,0.5615949189662933,0.0,0.02293849252164364,0.33802302449941635,0.011627964273095131,1.6876008729934693,0.01876950454711914,0.19796906530857086,1.159803662776947,11.501850128173828,0.5370598862171173,1.6847847566604615,0.0,0.004587698593735695,0.6760460489988327,0.058139821380376815,1.6442274045944214,0.0,1.0,0.99825,0.7680392670631409,0.32,640.0,0.9953125,1.0,0.628125,0.9875,37.50700254440308,4.6779321193695065,44.16882371902466,0.5285880893468857,0.1410526417195797,0.1165740966796875
25,95,17.459604782104492,0.16871737158298492,0.009256101608276368,0.1953435846567154,0.23154936408996582,0.5746978628635406,0.1066471900343895,0.5646519360542297,0.0,0.022837674036622048,0.3083120166808367,0.011697588317096233,1.6871737174987793,0.018512203216552735,0.1953435846567154,1.157746816635132,11.493957290649414,0.533235949754715,1.6939558095932006,0.0,0.004567534901201725,0.6166240333616734,0.05848794159293175,1.6327425603866577,0.0,1.0,0.999,0.7684506359100342,0.32,640.0,0.99375,1.0,0.628125,0.9875,36.06428394317627,4.6779321193695065,44.83441324234009,0.535555100440979,0.14346433915197848,0.122113037109375
26,96,17.22891158294678,0.16864714431762695,0.008920852661132812,0.19665503251552582,0.22785499906539916,0.5678396604061127,0.10588524812459946,0.5608123669624329,0.0,0.023279912814497948,0.2779487613365054,0.011891703821718693,1.6864714460372925,0.017841705322265623,0.19665503251552582,1.1392749953269958,11.356793228149414,0.5294262404441834,1.6824371042251587,0.0,0.004655982669442892,0.5558975226730108,0.05945851898193359,1.6347341566085816,0.0,1.0,0.998,0.7721450009346008,0.32,640.0,0.9953125,1.0,0.5953125,0.9875,36.36909999847412,4.6779321193695065,43.705965995788574,0.537087170779705,0.14294352196156979,0.1238494873046875
27,97,17.423385482788085,0.16862013363838196,0.008766309261322021,0.19632540476322174,0.23182345819473266,0.5729405238628388,0.10842058253288268,0.5736249790191651,0.0,0.02293436847627163,0.28902367679029706,0.011957236535847187,1.686201340675354,0.017532618522644042,0.19632540476322174,1.1591172909736633,11.458810501098633,0.5421029102802276,1.7208749418258666,0.0,0.0045868737921118735,0.5780473535805941,0.05978618264198303,1.7307439126968385,0.0,1.0,0.998,0.7681765418052673,0.32,640.0,0.9984375,1.0,0.5828125,0.9875,33.62758741378784,4.6779321193695065,42.8873176574707,0.5397987067699432,0.14095197021961212,0.1139190673828125
28,98,17.218204566955567,0.16858645272254943,0.008623275279998779,0.19794486618041993,0.23054852962493896,0.5693040783405304,0.10504624795913696,0.56182408285141,0.0,0.023213274955749513,0.25287844011187555,0.011444283604621887,1.6858645277023316,0.017246550559997558,0.19794486618041993,1.1527426519393922,11.38608154296875,0.5252312409877777,1.6854722509384155,0.0,0.004642655074596405,0.5057568802237511,0.057221417874097825,1.6772221097946167,0.0,1.0,0.99825,0.769451470375061,0.32,640.0,0.99375,1.0,0.58125,0.9875,33.554834079742434,4.6779321193695065,42.41888198852539,0.5367242336273194,0.14193092435598373,0.118475341796875
29,99,17.36807201385498,0.16855768954753875,0.008655905723571777,0.19725501489639283,0.22861018466949462,0.5700779356956482,0.10579549604654312,0.5730105149745941,0.0,0.022933386772871017,0.3073285594135523,0.01121317034214735,1.6855768985748292,0.017311811447143555,0.19725501489639283,1.1430509252548218,11.401558738708497,0.5289774830341339,1.7190315494537354,0.0,0.004586677422747016,0.6146571188271046,0.056065851747989656,1.6032475118637084,0.0,1.0,0.997,0.7713898153305053,0.32,640.0,0.996875,1.0,0.5890625,0.9875,35.72918167114258,4.6779321193695065,44.53309555053711,0.5368427708745003,0.13844351805746555,0.1100677490234375
30,100,17.589132362365724,0.16856927812099456,0.008758889675140382,0.1944017404317856,0.22889100408554078,0.5675574588775635,0.10617628395557403,0.5705788929462433,0.0,0.023264136210083962,0.4469609776586294,0.010944632969796657,1.6856927738189698,0.017517779350280763,0.1944017404317856,1.1444550170898438,11.351149147033691,0.5308814215660095,1.7117366771697997,0.0,0.004652827335521578,0.8939219553172588,0.054723164945840834,1.6680092058181764,0.0,1.0,0.999,0.7711089959144592,0.32,640.0,0.9953125,1.0,0.6140625,0.9875,33.321202182769774,4.6779321193695065,42.32560214996338,0.5428966730833054,0.14091908521950244,0.119305419921875
