epoch,loss_total,loss_rgb_identity,loss_class_adversarial,loss_structure,loss_physics,loss_angle,loss_discriminator,loss_discriminator_real_class,loss_discriminator_fake_class,loss_discriminator_wrong_condition,rgb_identity_accuracy,fake_target_class_accuracy,real_class_accuracy,fake_rejection_accuracy,angle_near_delta,angle_far_delta,angle_far_to_near,speckle_strength
13,5.020310156822204,0.17273418378829955,1.267698289871216,0.006510507363826037,1.1226934847831727,8.232619745740521e-08,1.2107199702262879,0.5740989519357681,0.8440545372962952,0.8583749797344208,1.0,0.40025,0.792875,0.579875,8.882659428294689e-05,0.00011179369637772204,1.2585611018882035,0.3199999928474426
14,5.116721157073974,0.17195557379722595,1.0876700134277344,0.006568520329892635,1.2152429575920105,8.564660242882382e-08,1.3513213739395142,0.6321057603359223,1.0124136621952058,0.8520351376533508,1.0,0.49,0.767375,0.485,9.222150528951297e-05,0.00013037553308383812,1.4137215899322764,0.3199999928474426
15,5.226627084732056,0.17133420926332474,1.109812548160553,0.006663464969024062,1.2447217774391175,9.184481632473762e-08,1.3001339440345765,0.6086565535068512,0.9583011479377747,0.8493072690963746,1.0,0.4695,0.776625,0.511375,0.00010039479774792516,0.00021487408288059726,2.1402910081069217,0.3199999928474426
16,5.356203090667725,0.17081465768814086,1.216741859436035,0.0067509383317083125,1.2524420943260193,9.314405690474814e-08,1.2337941870689393,0.5830201227664947,0.874139612197876,0.8548170216083527,1.0,0.422375,0.792625,0.553625,0.00010105203061054151,0.00021969851675546833,2.1741128350225343,0.3199999928474426
17,5.535837385177612,0.17068364548683165,1.2917557125091552,0.0068121942933648824,1.287280403137207,9.471999510424212e-08,1.1851371638774872,0.5602632901668548,0.823105076789856,0.8532853379249573,1.0,0.3985,0.80375,0.57625,0.00010313591753531779,0.00022474168393287866,2.1790826057849175,0.3199999928474426
18,5.661987302780151,0.17033864045143127,1.3457166395187379,0.006744425609707832,1.3117089457511901,1.0041277380423708e-07,1.174134452342987,0.5541145032644272,0.8105759274959564,0.8589279406070709,1.0,0.394,0.807,0.582625,0.00010900464489139498,0.00025960556157524626,2.381600910987785,0.3199999928474426
19,5.735869886398316,0.1700846306681633,1.3652083606719971,0.006708003239706158,1.3300814175605773,1.0229798783711885e-07,1.1628114285469056,0.5464932761192322,0.8102904272079468,0.8446917612552642,1.0,0.39025,0.816125,0.587375,0.00010950474293961648,0.0002574599144743785,2.3511302575848063,0.3199999928474426
20,5.955464155197143,0.16982964038848877,1.5325161037445068,0.0067669529430568216,1.3475623512268067,1.0565665650119626e-07,1.1122139341831208,0.5404383524656295,0.7183925334215164,0.850317254781723,1.0,0.352125,0.830625,0.633625,0.00011465332973452788,0.00030476890970021486,2.6581775723905,0.3199999928474426
21,5.994664514541626,0.16967618441581725,1.666651759147644,0.006842645671218633,1.3158681659698486,1.0998480183843639e-07,1.033390212059021,0.5050305458307266,0.6329483065605164,0.8475420608520507,1.0,0.29175,0.845875,0.684125,0.00011834500002719106,0.00031223414938837764,2.6383383270661067,0.3199999928474426
22,6.107132806777954,0.16943605560064315,1.7640680904388428,0.006983882343396544,1.3207631125450134,1.1034375609142444e-07,1.0073559288978577,0.49183551108837126,0.6070968239307404,0.8478880183696746,1.0,0.272125,0.854,0.708,0.00011900354487200578,0.00031628737795270153,2.6577979529339593,0.3199999928474426
23,6.268398069381714,0.16936965781450272,1.883906343460083,0.0071762015707790856,1.3342317337989806,1.0960316637920187e-07,1.0196312894821167,0.5063466695547104,0.6006221264600754,0.8518942272663117,1.0,0.2605,0.85575,0.717375,0.00011660052474499458,0.00027923861385456154,2.3948315366955386,0.3199999928474426
24,6.3216150226593015,0.16921212762594223,1.9766030368804932,0.0071544602625072005,1.3212203125953674,1.1213953825972567e-07,0.9888219978809357,0.4889925150871277,0.5724856700301171,0.8543465838432313,1.0,0.246375,0.86275,0.735125,0.00011897747892709005,0.00028313468543014357,2.379733441852889,0.3199999928474426
25,6.472253986358643,0.16906501269340515,2.0898181300163268,0.007262868653982878,1.3335762014389039,1.1436887916715933e-07,0.9973653652668,0.5048972178697586,0.5605923702716827,0.8486878409385681,1.0,0.233375,0.863625,0.73925,0.00012388054858006182,0.0003406705578700418,2.749992325468856,0.3199999928474426
26,6.587583906173706,0.16900752890110016,2.297107593536377,0.0074512136727571485,1.302584635257721,1.1971281094247387e-07,0.884841834783554,0.441554874420166,0.45678780964016913,0.859572215795517,1.0,0.174375,0.88725,0.797,0.00013082991501996442,0.0003812936881172752,2.914422806581281,0.3199999928474426
27,6.696399400711059,0.16887501502037047,2.435473383903503,0.007564858470112085,1.2925955801010132,1.264959653326514e-07,0.8688568985462188,0.4387634153366089,0.43559090596437455,0.8491921155452729,1.0,0.1615,0.8905,0.8115,0.0001415288175589272,0.00046902837690025094,3.3140132517885657,0.3199999928474426
28,6.75043249130249,0.16877396368980407,2.519630588531494,0.007730499371886254,1.282290310382843,1.2279395662062597e-07,0.8601097218990326,0.4340188025832176,0.42669729644060134,0.8509690787792206,1.0,0.15725,0.891375,0.818375,0.00013454707749631432,0.0004073071888544493,3.0272466443249706,0.3199999928474426
29,6.718999441146851,0.1687129213809967,2.5542507276535034,0.007873783055692911,1.2600266947746277,1.2412894204771873e-07,0.7949566049575806,0.3940596650838852,0.3757629538178444,0.8520618450641632,1.0,0.131125,0.90175,0.846625,0.0001355854125456914,0.0004143133641235412,3.0557370173131293,0.3199999928474426
30,6.811146291732788,0.16861356979608536,2.700166977882385,0.008193777311593294,1.2415298068523406,1.2792002712558316e-07,0.7514313814640046,0.36227788281440737,0.34530217057466506,0.8660096516609191,1.0,0.113375,0.912125,0.86625,0.0001383880910921901,0.00041130957903251763,2.9721457662026367,0.3199999928474426
31,6.914012310028077,0.16855386996269225,2.8797791481018065,0.008217811327427625,1.2159394817352296,1.2811820715796785e-07,0.7124789837598801,0.337513074696064,0.32350025555491446,0.8528631267547607,1.0,0.1035,0.91625,0.876125,0.00013712578682258488,0.0003963759897040233,2.8906013878838097,0.3199999928474426
32,6.9684557762146,0.16855182683467865,3.073867811203003,0.008406528312712908,1.1690150179862977,1.2933267828429963e-07,0.6675926676988602,0.31045251804590224,0.2879344721138477,0.8526916525363922,1.0,0.090375,0.92575,0.894625,0.00013432820468017506,0.0003287248694086595,2.4471768247876735,0.3199999928474426
33,6.980480899810791,0.16844069927930833,3.184781126022339,0.00857061306387186,1.1357981963157653,1.3002218247493148e-07,0.648326933145523,0.29944521516561506,0.27537909561395646,0.844768676996231,1.0,0.080375,0.9285,0.901125,0.00013546454018011452,0.0003261400815395136,2.4075679222464834,0.3199999928474426
34,6.912208438873291,0.1684004903435707,3.1698461027145384,0.008618259534239768,1.1179505581855773,1.3634076844937226e-07,0.6403876872062683,0.2976810314655304,0.2621612637937069,0.8465040979385376,1.0,0.07225,0.92725,0.91075,0.00014632712912908386,0.0004116157568725092,2.8129832063430866,0.3199999928474426
35,6.961090351104736,0.16835653722286226,3.2715155487060548,0.0086241087988019,1.1003723220825194,1.3163750418243581e-07,0.6082752069234848,0.2744856544435024,0.24108828374743463,0.8529816472530365,1.0,0.06325,0.934,0.92175,0.00013692102151080255,0.00031524586735204573,2.3023920204040693,0.3199999928474426
36,7.0294024143219,0.16833336812257765,3.3991207695007324,0.00885845122858882,1.0801546971797944,1.389632539030572e-07,0.5959971327781677,0.2723295414149761,0.22397872537374497,0.8467129118442536,1.0,0.058125,0.93725,0.927875,0.00014863210168504525,0.00041444180348503684,2.7883734320278153,0.3199999928474426
37,7.106134578704834,0.16825943118333817,3.54437939453125,0.00912434397265315,1.0568300406932831,1.3831360388394386e-07,0.5537142015695572,0.23664325106143952,0.21225790864229202,0.8437679867744445,1.0,0.051125,0.94575,0.931875,0.00014519350167127356,0.00036635450161402185,2.523215553017445,0.3199999928474426
38,7.183669082641601,0.16823288398981096,3.608557706832886,0.009435170261189342,1.0606781539916992,1.4489393811345507e-07,0.5689165655374527,0.24966170591115952,0.21271399109065534,0.8515914523601532,1.0,0.051,0.93925,0.934625,0.00015150221611654003,0.0003867572753704966,2.5528159606126906,0.3199999928474426
39,7.262538213729858,0.16820868331193925,3.67944304561615,0.009491923052817583,1.0632420389652253,1.3838700010637694e-07,0.5454873542785644,0.23314641764760016,0.19519996839761733,0.8589638161659241,1.0,0.048875,0.947375,0.940375,0.00014271300714758655,0.000330972631225392,2.319148323201661,0.3199999928474426
40,7.299300834655762,0.1681790307164192,3.76540611743927,0.009644787222146988,1.046555950164795,1.3999933253217023e-07,0.5291464366912841,0.22017887108027934,0.18808733595907687,0.859695580482483,1.0,0.04175,0.9505,0.94125,0.00014314159200275466,0.00031284969817433093,2.185596050715367,0.3199999928474426
41,7.286537242889405,0.16814992928504943,3.7877287063598635,0.00961839664168656,1.0349327342510224,1.4021961123944492e-07,0.5243114134073258,0.22634988377988338,0.1663804071545601,0.8590853021144867,1.0,0.03375,0.94575,0.952625,0.00014179661068030528,0.0002767962721427755,1.9520655029395626,0.3199999928474426
42,7.469685495376587,0.168112812936306,3.9312450132369996,0.009758798468858004,1.0478873195648193,1.4008904304319003e-07,0.4928472145795822,0.20281267277896403,0.15309283201396465,0.8539525020122528,1.0,0.03325,0.956125,0.9595,0.00014016347279446938,0.00024371296315202638,1.7387765749026367,0.3199999928474426
43,7.390131866455078,0.16808357113599778,3.888027277946472,0.009840537194162608,1.0356313736438751,1.4069389044379931e-07,0.48735254114866255,0.1986823534667492,0.1485754367560148,0.8575298736095428,1.0,0.0325,0.954625,0.9595,0.0001407144240118445,0.0002478289044654322,1.7612189099006044,0.3199999928474426
44,7.466379253387451,0.16806625926494598,3.967022617340088,0.009949518237262964,1.0345089619159697,1.4293790263764094e-07,0.4681494086384773,0.18645814771950245,0.129798714235425,0.867167610168457,1.0,0.02525,0.959,0.9655,0.00014258749479989684,0.00026445843035443906,1.8547098448259602,0.3199999928474426
45,7.3426696472167965,0.1680405112504959,3.872397567749023,0.0101348138153553,1.0244606907367706,1.4641495954492712e-07,0.4777481551170349,0.1918496476262808,0.13908031544089317,0.8654333984851837,1.0,0.025,0.9555,0.966875,0.00014597705070165887,0.00029785399849984855,2.040416607050027,0.3199999928474426
46,7.335752035140991,0.16801643711328507,3.8287368831634523,0.0101754856929183,1.0366430883407594,1.4966248181735864e-07,0.4691290839314461,0.1870013363212347,0.13754514718055724,0.8534206981658936,1.0,0.02275,0.955125,0.963625,0.00014790646835333772,0.00029094011655875614,1.9670547190926193,0.3199999928474426
47,7.383285799026489,0.1679919594526291,3.905300463676453,0.010171842139214278,1.0269900884628296,1.4601954103454773e-07,0.46633718299865723,0.18632797794044018,0.12778547751903535,0.8644658703804016,1.0,0.021125,0.95475,0.96975,0.0001443633264566343,0.0002588536497944641,1.7930706928689528,0.3199999928474426
48,7.63528804397583,0.16797127431631087,4.139155883789062,0.01036494357138872,1.0326666171550751,1.4790300019740243e-07,0.43069667077064516,0.16601977853477,0.10733456774055958,0.8440384380817413,1.0,0.016875,0.963,0.97525,0.0001457412071186044,0.00027351640719210817,1.8767266485553404,0.3199999928474426
49,7.611556358337403,0.16795972245931626,4.063710678100586,0.01024534547701478,1.0501513674259186,1.4772343502045258e-07,0.4539893040060997,0.17702741134166716,0.1250195667743683,0.8578084337711335,1.0,0.021625,0.9595,0.969875,0.0001468131011943259,0.00028721620106980915,1.9563390374108494,0.3199999928474426
50,7.589603258132935,0.16794565099477768,4.089893251419068,0.01020578370243311,1.03419465303421,1.443232993096899e-07,0.4325333174467087,0.15706301242113113,0.12634161695837975,0.8491979846954346,1.0,0.021875,0.961625,0.96725,0.00014421492094351422,0.0002636041248305922,1.8278561129873663,0.3199999928474426
51,7.656276847839355,0.16791718757152557,4.094082081794739,0.010197942703962326,1.055057558298111,1.3986392082188103e-07,0.4415536661744118,0.16636890286207198,0.12271135878562928,0.8553163404464722,1.0,0.019125,0.958875,0.97175,0.00013979796933690235,0.0002437834239875277,1.7438266460082006,0.3199999928474426
52,7.641331773757934,0.16790710312128068,4.094296836853028,0.010078237753361464,1.050250405550003,1.4007094750922989e-07,0.4335966490507126,0.15512922477722169,0.12210968500375748,0.8696503274440766,1.0,0.01875,0.96025,0.968625,0.0001409588546107804,0.0002731353447343858,1.9376955458993685,0.3199999928474426
53,7.704541763305664,0.16790675693750381,4.089918655395508,0.010129478421062231,1.072677542448044,1.412258427535562e-07,0.4422801328897476,0.1695440580546856,0.1112913138717413,0.8683616700172424,1.0,0.017875,0.959125,0.974,0.00014204057746581615,0.00027423191608654126,1.9306589777314769,0.3199999928474426
54,7.739638965606689,0.1678862669467926,4.131113508224487,0.010218052964657545,1.0704815149307252,1.3788862224828336e-07,0.42204276847839356,0.15460688355565072,0.10600971475243569,0.8577241094112397,1.0,0.01275,0.961375,0.977125,0.00013920503653704175,0.00026194158653240827,1.8816961874989844,0.3199999928474426
55,7.98451642036438,0.16787375748157501,4.424293190002442,0.010553389996290206,1.053718437433243,1.404083584475302e-07,0.419161442220211,0.16183590936660766,0.08617289900779725,0.8569563362598419,1.0,0.01125,0.96175,0.983375,0.00014034914876526547,0.0002532356126706988,1.8043259606386102,0.3199999928474426
56,7.887465120315552,0.16785654228925706,4.26040892124176,0.010483429748564959,1.076147492647171,1.4072490102989833e-07,0.4007025120258331,0.1401721166819334,0.09248724111914634,0.8571470935344696,1.0,0.012625,0.967875,0.980625,0.00014070231127478775,0.0002612431315586917,1.8567081748109386,0.3199999928474426
57,7.890916660308838,0.1678510999083519,4.306779069900513,0.010689713656902314,1.0614323427677155,1.4115826365923568e-07,0.3977401692867279,0.14237988482415675,0.08686150565743446,0.847718122959137,1.0,0.0095,0.968875,0.981875,0.0001419026567231095,0.00028201323446063766,1.9873710681183498,0.3199999928474426
58,8.074861797332764,0.1678407135605812,4.424986759185791,0.010658232901245356,1.0834147145748139,1.4028866826265584e-07,0.38862538647651673,0.13775631400942803,0.07877093805372715,0.845934410572052,1.0,0.01,0.967875,0.984,0.00014158943206042288,0.0002884941068404014,2.0375398265407787,0.3199999928474426
59,7.864785608291626,0.16783244824409485,4.263264730453491,0.01084414453059435,1.0669303395748138,1.4094819130150427e-07,0.37808976238965986,0.12474506416916847,0.08222103908658028,0.8489367146492004,1.0,0.00975,0.969125,0.985375,0.00014148315873056176,0.0002768701311969568,1.9569122832790566,0.3199999928474426
60,8.050223230361938,0.16782211983203887,4.394638463973999,0.010898900877684355,1.0848490164279938,1.433930749499268e-07,0.395656135559082,0.13837814688682556,0.08665274915099144,0.8558064634799958,1.0,0.0105,0.968,0.983875,0.00014312838071158955,0.0003034942543193225,2.1204337868593495,0.3199999928474426
61,8.088717807769775,0.16782484942674636,4.395547899246216,0.010861225310713053,1.0974509344100951,1.4205536558620224e-07,0.4051573872566223,0.14788719949126244,0.08580707116425038,0.8574666135311126,1.0,0.005875,0.966125,0.983375,0.00014178436582109759,0.0002931012062444573,2.067232198324956,0.3199999928474426
62,8.183672744750977,0.16781320595741273,4.4722668609619145,0.01090339845046401,1.1034530074596405,1.413601933109021e-07,0.38210679548978804,0.13332773688435554,0.07559891346096992,0.8439184050559998,1.0,0.006125,0.96675,0.986375,0.0001427627987198768,0.0003291815408461151,2.3057935526468722,0.3199999928474426
63,7.990527969360351,0.16779730826616288,4.344412181854248,0.01079969972372055,1.0819076447486877,1.4163328455651937e-07,0.38227310860157016,0.1261696336120367,0.0825656218379736,0.8592826547622681,1.0,0.005875,0.967125,0.98525,0.00014172735649885403,0.00028525255916137546,2.0126852444586585,0.3199999928474426
64,8.020565029144286,0.16779465091228485,4.3614296627044675,0.01067082567885518,1.0865070188045503,1.3978799074720881e-07,0.3858098605871201,0.12938513706624508,0.08890335144102574,0.8478921935558319,1.0,0.00825,0.968,0.982375,0.00013916548951307223,0.0002790995899380909,2.005522999377473,0.3199999928474426
65,8.119581190109253,0.1677938809990883,4.407774054527283,0.010724784191697836,1.103956862449646,1.4150439415061555e-07,0.3888214780688286,0.13736780227720738,0.07827805306017399,0.8492585966587066,1.0,0.006375,0.96725,0.98625,0.00014041999765183953,0.00029235767267112223,2.082023056260123,0.3199999928474426
66,8.12734645652771,0.16778182876110076,4.478363104820252,0.010634433776140213,1.0832043545246124,1.4124687277217163e-07,0.3854522960186005,0.12813028909265994,0.09272717167437076,0.8438336901664734,1.0,0.008625,0.96625,0.98275,0.0001408346551692202,0.0002974341290869883,2.1119384907756236,0.3199999928474426
67,8.093485162734986,0.16777535736560822,4.419865257263184,0.010861578959971667,1.0909665472507477,1.4500027168651286e-07,0.3806605484485626,0.12233594891428948,0.0940788644850254,0.8451406712532044,1.0,0.007,0.968,0.983875,0.00014817481490946006,0.0003712457726665196,2.505457981461719,0.3199999928474426
68,8.334467655181884,0.1677781417965889,4.652531246185303,0.010566903956234455,1.0943262128829956,1.4115979979578696e-07,0.38218895947933196,0.12625970470905304,0.08683723440766335,0.8500425524711609,1.0,0.009,0.96875,0.983375,0.00014384812860202695,0.0003467253926727507,2.41035734035865,0.3199999928474426
69,8.128772075653076,0.16777116960287095,4.471201042175293,0.010606082700192929,1.0861307110786438,1.3805077333017833e-07,0.3807391726374626,0.12903656144440173,0.08176751694083213,0.8432754101753235,1.0,0.007375,0.966,0.98625,0.00013864363750649823,0.00028917907426754635,2.085772412412308,0.3199999928474426
70,8.18931402206421,0.1677702229619026,4.467260000228882,0.010683295965194703,1.1074712557792663,1.3919403295403754e-07,0.3767018846869469,0.1213804875612259,0.08867451174557209,0.8439365582466125,1.0,0.007875,0.967875,0.984875,0.0001396982254283059,0.0002964343801732101,2.121962389030792,0.3199999928474426
71,8.181492780685424,0.16776147848367692,4.484075998306275,0.010721966806799174,1.0991873168945312,1.4195719609233493e-07,0.3569862044453621,0.10902081581950188,0.07904163260757924,0.8337782890796661,1.0,0.006,0.970375,0.98575,0.00014421521382968104,0.00034132869064157443,2.36680084976808,0.3199999928474426
72,8.261223751068115,0.1677585027217865,4.533718086242676,0.010727309804409743,1.109208246231079,1.4067366169001617e-07,0.3587741129398346,0.11314989444613456,0.07150274462997913,0.8394913907051087,1.0,0.004625,0.970625,0.98975,0.00014029627773053352,0.00029865741944088347,2.1287622470962027,0.3199999928474426
73,8.23185274887085,0.16775413542985917,4.501696792602539,0.010558502677828074,1.1104321985244752,1.4221743504094774e-07,0.3540701217651367,0.11205990022420884,0.0701889341622591,0.8276630220413208,1.0,0.005125,0.97025,0.988875,0.00014059251129982018,0.0002885949520748996,2.0527050083020226,0.3199999928474426
74,8.250881509780884,0.1677506676912308,4.508041822433472,0.010677092030644417,1.114425239086151,1.3811547853492812e-07,0.36373387545347213,0.11497922617197037,0.07553847154974938,0.8439416482448577,1.0,0.005875,0.96925,0.98875,0.0001373740628228656,0.00027029002861430246,1.9675477529031289,0.3199999928474426
75,8.435308540344238,0.16774656385183334,4.619957834243775,0.010588837813585997,1.1387748172283172,1.3696690473352646e-07,0.3524846225976944,0.10390615293383598,0.0752079144269228,0.8438980467319489,1.0,0.007125,0.972,0.987375,0.0001366068535144367,0.0002718059131727805,1.9896945590951327,0.3199999928474426
76,8.249015287399292,0.16774566674232483,4.494326612472534,0.010786815512925386,1.1181588025093079,1.3921322454280016e-07,0.35755170273780823,0.11332447385787964,0.07093914461135864,0.8350306248664856,1.0,0.006125,0.971,0.98875,0.00014070514312368774,0.0003062671360870202,2.1766591418608927,0.3199999928474426
77,8.300973461151123,0.16773814088106156,4.563574867248535,0.010717117883265018,1.1125398528575898,1.4061968840906048e-07,0.3532896239757538,0.10982027173042297,0.07054793040454388,0.8327815487384796,1.0,0.005,0.972125,0.98975,0.00014133306796706857,0.0002843972982927447,2.0122488132714342,0.3199999928474426
78,8.475470289230346,0.16772702234983444,4.725181755065918,0.010746045134961605,1.1167860648632049,1.4024866413819837e-07,0.33467694050073626,0.09717599466443062,0.05925076194107533,0.8315022594928742,1.0,0.00325,0.975875,0.991,0.00014016460183830488,0.00027925862065915553,1.9923619587013184,0.3199999928474426
79,8.446216613769531,0.16772422605752946,4.649173480987549,0.010755261957645416,1.1323543553352355,1.383601111228927e-07,0.34520324259996416,0.1028006086498499,0.06920133991539479,0.8312078583240509,1.0,0.005125,0.973375,0.989,0.00013767220523385775,0.00026329892820545604,1.9125060701846222,0.3199999928474426
80,8.302591270446777,0.1677220864892006,4.513943912506104,0.010873985216021538,1.1293197519779206,1.3561455580202163e-07,0.352202900826931,0.10979904155433177,0.07268939316272735,0.824236652135849,1.0,0.004875,0.97075,0.988,0.000135195567198689,0.00026057131721505096,1.927365834651254,0.3199999928474426
81,8.202688568115235,0.16771863096952438,4.470675780296325,0.010771348521113396,1.110649118423462,1.3567370956479864e-07,0.3502350859642029,0.10352074755728245,0.07686385326087475,0.8331296415328979,1.0,0.004625,0.972375,0.98775,0.00013598955295506923,0.00025433487081456753,1.8702530105279442,0.3199999928474426
82,8.442809597015382,0.16771682304143906,4.6519978256225585,0.010819787085056305,1.1301531188488008,1.3350759570585068e-07,0.337676198720932,0.09509366564452648,0.06823893196880818,0.8338522686958313,1.0,0.004625,0.973125,0.98875,0.00013493416675676903,0.0002617170361595021,1.9395905607159571,0.3199999928474426
83,8.577571701049804,0.16771645373106003,4.8134045295715335,0.01072915282472968,1.1214531033039092,1.3631389674628736e-07,0.34497407668828967,0.10793939425051212,0.06701077820360661,0.8141171786785125,1.0,0.0055,0.9715,0.989125,0.00013807245127354112,0.00031095958085701107,2.25214789763496,0.3199999928474426
84,8.636484998703002,0.16770944315195083,4.838113143920898,0.010741004586219788,1.1328356420993806,1.3242621912468166e-07,0.3363321244120598,0.10126734365522862,0.0648052487820387,0.8106486232280731,1.0,0.00525,0.974125,0.98875,0.00013291745424448025,0.0002610434792817585,1.9639518433870324,0.3199999928474426
85,8.508697332382201,0.16770786106586455,4.718864561080933,0.010622187208384275,1.1302279632091523,1.3292934022501867e-07,0.3525643050074577,0.11241715183854104,0.06571823655068874,0.829152140378952,1.0,0.005375,0.971125,0.988875,0.00013534878454511128,0.0002951571359373038,2.180715083103897,0.3199999928474426
86,8.653261894226075,0.1677062211036682,4.8235054912567135,0.01056220143288374,1.1436569066047668,1.3701032048629713e-07,0.33150518804788587,0.09521035593748092,0.06629309928417206,0.8125931339263917,1.0,0.0055,0.974,0.987,0.00013759988360106945,0.0002754397749427765,2.00174424377664,0.3199999928474426
87,8.687998775482178,0.16770737224817275,4.840992706298828,0.010626052346080541,1.1492783234119415,1.3816327816584817e-07,0.3350899224877357,0.09840171325206756,0.06063587741553783,0.8254810845851899,1.0,0.004125,0.97325,0.990625,0.00013986709139620265,0.0003046466902430568,2.178115575307716,0.3199999928474426
88,8.401772981643676,0.16770149075984955,4.635484336853027,0.010799321707338095,1.1220299100875855,1.410080612913589e-07,0.3260988386273384,0.08998074232041836,0.06255251128971577,0.8193673610687255,1.0,0.00325,0.975,0.992125,0.0001399192121988606,0.0002713969812565853,1.9396691633087637,0.3199999928474426
89,8.594576995849609,0.16769527113437652,4.839975978851318,0.010658282689750194,1.1184202494621276,1.3742038572672755e-07,0.3273610234260559,0.09363172875344754,0.05913543772697449,0.81664630818367,1.0,0.0045,0.975125,0.990375,0.00013580884865766008,0.00022746461798392592,1.6748880520834615,0.3199999928474426
90,8.572651407241821,0.16769413912296297,4.846224014282226,0.010902985859662295,1.10854039311409,1.396217705860181e-07,0.3296369819045067,0.09666624066233635,0.05869507297873497,0.8144928224086762,1.0,0.002,0.9755,0.990625,0.00013882896885098446,0.00025925601810394296,1.8674489931724687,0.3199999928474426
91,8.534103771209717,0.16769401240348816,4.773758773803711,0.011038900509476661,1.1195745186805726,1.421532087988453e-07,0.3229885208010673,0.09162812469899655,0.054774520084261896,0.8158925461769104,1.0,0.00225,0.975875,0.9925,0.00014359836230084063,0.0003177101875374478,2.212491719591066,0.3199999928474426
