epoch,loss_total,loss_rgb_identity,loss_cross_view,loss_sar_class,loss_cluster,loss_structure,loss_statistics,loss_physics,loss_angle,loss_adversarial,loss_feature_match,loss_discriminator,rgb_identity_accuracy,fake_native_sar_accuracy,cluster_cosine,speckle_strength
11,25.30926653289795,0.18104753530025483,0.0811139645576477,0.18256363493204117,0.286554741859436,0.8048746860027314,0.10255500796437264,0.5775981007814407,0.0008628502185456455,0.4614998299404979,0.08935814014077187,1.5955925841331482,1.0,1.0,0.7134452581405639,0.19200000166893005
12,24.796473571777344,0.17956142634153366,0.07507742214202881,0.18305438047647477,0.2775982270240784,0.7836014761924743,0.10247871169447899,0.5607233399152756,0.001545482671353966,0.47119612492620944,0.09135325160622597,1.5929111652374268,1.0,1.0,0.7224017729759217,0.25600001215934753
13,41.184120246887204,0.28511869221925734,0.08066517305374145,1.1012206674814224,0.5701372618675232,0.8809632096290588,0.11858852007985116,0.710216323375702,0.0009881278211250901,0.5988180233463645,0.11311586660146714,1.369024253129959,0.982375,0.777125,0.42986273861769586,0.3199999928474426
14,26.450417900085448,0.18187520182132721,0.07211976838111878,0.1937967894077301,0.36387468576431276,0.8164617328643798,0.108483723372221,0.590732148051262,0.0006760628568008542,0.5848248685002327,0.1057713469862938,1.3639606075286865,0.999875,0.998375,0.6361253142356873,0.3199999928474426
15,25.41754945373535,0.17876855313777923,0.06523430871963501,0.18369601762294768,0.3027935872077942,0.802883935213089,0.10515531677007675,0.576088045835495,0.0010457119969651102,0.4808495485559106,0.10148948943614959,1.4876344618797301,1.0,1.0,0.6972064127922059,0.3199999928474426
16,31.869920280456544,0.26017873150110243,0.06593639850616455,0.587300669491291,0.40015833377838134,0.8067601351737976,0.10832048800587654,0.5998939113616943,0.0014571182765066623,0.5474348301067948,0.10324251291155816,1.3788842861652375,0.98475,0.89725,0.599841666996479,0.3199999928474426
17,26.155344146728517,0.18034845727682114,0.06820641565322876,0.18511215734481812,0.3396951735019684,0.8107837171554565,0.11011257845163346,0.5931776496171951,0.0006952549507841468,0.6100438554659486,0.10592560645937919,1.2776923069953918,1.0,0.999875,0.6603048264980316,0.3199999928474426
18,25.18337854003906,0.17788585424423217,0.060563260793685916,0.18350001645088196,0.29553613424301145,0.790941439151764,0.10412723082304001,0.5771026747226715,0.0013519622613675892,0.5189604301899672,0.09894964724779129,1.4114546127319336,1.0,0.999875,0.7044638657569885,0.3199999928474426
19,24.664667114257814,0.1769540283679962,0.05466485023498535,0.18543326485157013,0.28729543614387515,0.768169248342514,0.10509316936135292,0.5737323787212372,0.0027490348741412165,0.5072735081687569,0.09979518195986747,1.3964828782081604,1.0,0.999875,0.7127045638561249,0.3199999928474426
20,27.911415649414064,0.20325520211458206,0.061653446197509766,0.33925068700313565,0.3643969564437866,0.7855754234790802,0.10836196660995484,0.6088866356611252,0.002938102514948696,0.6352183917481452,0.10231218075752259,1.2314753341674805,0.995375,0.95775,0.6356030441522599,0.3199999928474426
21,24.76741421508789,0.177657530605793,0.05752035331726074,0.19513213962316514,0.3148640401363373,0.75424143075943,0.10468236863613128,0.5906827329397202,0.005834472241811454,0.5468612156324089,0.09694289994239808,1.3127045392990113,1.0,0.9975,0.6851359598636627,0.3199999928474426
22,28.41763455963135,0.21446295607089996,0.06342907619476318,0.3763595588803291,0.36417456340789794,0.7812707879543305,0.10752741491794586,0.6067852500677109,0.003462876831647009,0.6627299302592874,0.09987965163588523,1.1560610196590424,0.9926875,0.95175,0.635825436592102,0.3199999928474426
23,24.58039562225342,0.1780059071779251,0.054022261381149295,0.20175431048870088,0.3145504128932953,0.7349550740718842,0.10505417490005493,0.5982335431575775,0.008357317753136157,0.6007814433090389,0.0952361955344677,1.2453304266929626,0.9999375,0.995625,0.6854495871067047,0.3199999928474426
24,23.82914094543457,0.17601704424619674,0.0517412486076355,0.1878475903272629,0.30707791447639465,0.71170068359375,0.10254652485251427,0.6014117735624314,0.01096511366032064,0.5874806716516614,0.08955827558040619,1.2559063425064088,1.0,0.999625,0.6929220855236053,0.3199999928474426
25,23.338339546203613,0.17481603330373763,0.045303497552871705,0.18926389944553376,0.3058144814968109,0.6857257175445557,0.10283025509119034,0.610556479215622,0.013192329104989768,0.6093679393045605,0.08352470482885838,1.2169331748485566,1.0,0.9995,0.6941855185031891,0.3199999928474426
26,23.464283027648925,0.1755918555855751,0.0450774941444397,0.19937619811296464,0.30964243507385253,0.683685822725296,0.10236399921774864,0.6124579099416733,0.013669177770614624,0.6304168602824212,0.07820102477073669,1.1777164814472199,0.99975,0.99725,0.6903575649261474,0.3199999928474426
27,27.53406709289551,0.21767610609531401,0.050153512716293334,0.43579011899232867,0.3593434565067291,0.7030145404338837,0.10509953984618187,0.6241054100990295,0.01261115153413266,0.6917962196618318,0.07731618158519268,1.1096339302062987,0.9905625,0.940625,0.6406565437912941,0.3199999928474426
28,24.46252284240723,0.17692480301856994,0.05194317269325256,0.19010899448394775,0.3181377370357513,0.7204341747760773,0.10494933554530143,0.6267822781801223,0.00890379175543785,0.7614719921573997,0.07577806264162064,1.0119927625656129,1.0,0.9995,0.6818622629642487,0.3199999928474426
29,23.15902565765381,0.17420711290836335,0.04181579303741455,0.18723843133449555,0.29867373061180114,0.671998309135437,0.10114947208762169,0.6167820632457733,0.014320886224508285,0.729699041839689,0.06695419488847255,1.0295245261192323,1.0,0.99975,0.7013262693881989,0.3199999928474426
30,22.81509142303467,0.17347962999343872,0.03743013596534729,0.18870499646663666,0.2891227068901062,0.6573894753456115,0.1009388304054737,0.6097059680223464,0.01580075305327773,0.7497099393680692,0.06223593772947788,1.0099765791893005,1.0,0.999125,0.7108772931098938,0.3199999928474426
31,22.840737091064454,0.17359529930353165,0.035566580533981325,0.18954114109277725,0.28701961946487425,0.6550446195602417,0.1000737134218216,0.6120862607955933,0.016175221763551236,0.7958910543099046,0.058304423436522486,0.9535023131370545,0.9998125,0.999375,0.7129803805351257,0.3199999928474426
32,22.64268891143799,0.17279637557268143,0.03408321690559387,0.18874661308526994,0.27812166428565976,0.6482860984802246,0.10011363425850868,0.6057210080623626,0.016393104918301104,0.8150798435918987,0.054819943979382516,0.9281027102470398,1.0,0.998875,0.7218783357143402,0.3199999928474426
33,22.5567275390625,0.17212580424547194,0.030854743003845216,0.18699940526485442,0.2732472965717316,0.6421562466621399,0.09973826995491981,0.6046726877689361,0.017127765398472546,0.8723062466681003,0.05193165543675422,0.8645063085556031,1.0,0.99975,0.7267527034282685,0.3199999928474426
34,22.816404930114746,0.17216349315643312,0.031297850608825686,0.1903184581398964,0.2758477554321289,0.6473276751041412,0.10142952811717987,0.6100000088214874,0.017115303501486778,0.9179828484132886,0.04920482076704502,0.8288980698585511,1.0,0.998875,0.7241522445678711,0.3199999928474426
35,31.53577681732178,0.2259454996585846,0.04612897801399231,0.6357194293737412,0.4076473455429077,0.7277005662918091,0.10862328350543976,0.6502489730119705,0.010250139083713293,1.103340880934149,0.05211750726401806,0.6597939429283142,0.991125,0.890875,0.5923526543397456,0.3199999928474426
36,24.330822113037108,0.17372084999084472,0.04197909498214722,0.1930703935623169,0.31079964327812193,0.688348640203476,0.10397358095645905,0.6263671140670777,0.012155060812830925,1.1124587500095366,0.049104426100850106,0.67628795170784,1.0,0.99825,0.6892003567218781,0.3199999928474426
37,23.48900975036621,0.1723373864889145,0.034290756940841674,0.18855940359830856,0.28569015765190126,0.6610317356586456,0.1020043338239193,0.6193993856906891,0.015803385231643916,1.0920900287032127,0.045939090266823766,0.6644386397600174,1.0,0.99925,0.7143098423480988,0.3199999928474426
38,23.260817413330077,0.1724366118311882,0.031093847513198852,0.19268635547161103,0.2784673056602478,0.6481889612674713,0.10122054807841778,0.609015562415123,0.016562961269170045,1.1237231804728507,0.04440062962472439,0.6501702637672424,1.0,0.997875,0.7215326943397522,0.3199999928474426
39,23.018878700256348,0.17141568022966386,0.028109426975250245,0.18641824823617936,0.2687522349357605,0.6406971077919006,0.09939745634794235,0.6021965905427933,0.01726435336098075,1.169597871541977,0.04151098497211933,0.6199727367162704,1.0,1.0,0.7312477650642395,0.3199999928474426
40,27.052241775512694,0.20420714205503462,0.03126478600502014,0.4326901446580887,0.3245583827495575,0.6569341843128205,0.1012161420583725,0.6102907619476319,0.016453295955434443,1.2226124042719602,0.04168301956355572,0.5844365123510361,0.9928125,0.93925,0.6754416165351868,0.3199999928474426
41,24.445618019104003,0.1741780192255974,0.041916253089904786,0.19123432886600494,0.3044274966716766,0.6796552088260651,0.10171675437688828,0.6208398787975311,0.012391354957595467,1.3150555996894837,0.04125177067518234,0.5077233152389526,1.0,0.99925,0.6955725033283233,0.3199999928474426
42,23.53738529968262,0.17165014916658403,0.031785447120666506,0.18786183416843413,0.27625678396224973,0.6450041220188141,0.10048885121941567,0.6127833077907562,0.016595794443041087,1.3404461914300918,0.039319739140570166,0.5362530423402786,1.0,0.999625,0.7237432160377503,0.3199999928474426
43,23.298857429504395,0.1711722599864006,0.02777869153022766,0.18634800523519515,0.2672869956493378,0.6359691298007966,0.1002642483562231,0.6032939229011536,0.0174832062497735,1.3667763236761092,0.03826630152761936,0.511559594631195,1.0,0.999875,0.7327130043506622,0.3199999928474426
44,23.225368003845215,0.17092674028873445,0.024921293020248415,0.18757544779777527,0.2628349418640137,0.6315265991687775,0.09856434470415115,0.5908689610958099,0.017884460866451263,1.4099390224963426,0.03635248547047377,0.5137147457003594,1.0,0.9995,0.7371650581359863,0.3199999928474426
45,23.16763313293457,0.1706372104883194,0.023599319219589233,0.186790475666523,0.2624105520248413,0.6264438185691833,0.09914378008246422,0.5984404563903809,0.018134837698191405,1.4296843144893647,0.03552233775705099,0.4647011607289314,1.0,0.9995,0.7375894479751587,0.3199999928474426
46,23.229674133300783,0.17044738095998763,0.02226121711730957,0.1871967990398407,0.26021648120880125,0.6246964877843857,0.09821922352910042,0.5956692398786545,0.01836881571635604,1.4924068945646285,0.034542595148086545,0.44569688218832015,1.0,0.9995,0.7397835187911987,0.3199999928474426
47,23.177716430664063,0.17037267917394638,0.021271193981170656,0.18758834052085877,0.25809462285041807,0.6224843797683716,0.0967488284111023,0.5844534310102463,0.019125876128673554,1.5146936855316162,0.03398189602792263,0.4289994571208954,1.0,0.9995,0.7419053771495819,0.3199999928474426
48,23.203885917663573,0.17008178573846816,0.01980282711982727,0.18640638256072997,0.2562327420711517,0.6187552549839019,0.09850011402368546,0.5911954714059829,0.018845388513058423,1.567570258140564,0.033064083583652974,0.4209852728247643,1.0,1.0,0.7437672579288482,0.3199999928474426
49,31.684200813293458,0.22850940543413162,0.040753223657608036,0.6124945536851883,0.38055433893203733,0.7040611927509308,0.10659502798318862,0.636812762260437,0.01261754466034472,1.6770970414876938,0.03670784620195627,0.33484772872924806,0.9875,0.899,0.6194456613659859,0.3199999928474426
50,24.375747955322264,0.17178048783540725,0.03681600856781006,0.1893854063153267,0.2888900184631348,0.6528827910423278,0.1002659468948841,0.6233137023448944,0.01530629188194871,1.6347478747367858,0.033150461360812185,0.3498721357882023,1.0,0.99975,0.7111099815368652,0.3199999928474426
51,23.55655140686035,0.17066120773553847,0.0285829176902771,0.18707109713554382,0.26737043356895446,0.6250546796321869,0.09659857177734375,0.597133917927742,0.017978353030979635,1.6378691041469573,0.031249235913157463,0.36379927018284797,1.0,0.99975,0.7326295664310455,0.3199999928474426
52,23.444424491882323,0.17013634920120238,0.023979836702346803,0.1856592978835106,0.25655226469039916,0.6226308033466339,0.09717072814702987,0.5872584278583527,0.01875902510434389,1.664153484106064,0.0304249260276556,0.39265881896018984,1.0,1.0,0.7434477353096008,0.3199999928474426
53,23.327990264892577,0.16999038028717042,0.021558536529541015,0.18644628995656967,0.2533599891662598,0.6164024494886399,0.09652606736123562,0.5867191904783249,0.019263450507074596,1.6781578364372254,0.029961725272238254,0.35522678986191747,1.0,0.99975,0.7466400108337402,0.3199999928474426
54,23.562461738586425,0.17022035521268844,0.020264109373092653,0.18893566161394118,0.25968261528015135,0.6231278302669525,0.09709107938408852,0.5831316328048706,0.019072667632251978,1.702986597776413,0.029378863379359247,0.3402588469386101,1.0,0.99875,0.7403173847198486,0.3199999928474426
55,23.330492279052734,0.16979699116945265,0.018072189331054686,0.1859030635356903,0.25088553833961486,0.6119886348247529,0.09545264145731926,0.5874880442619324,0.019480443861335517,1.7427153134346007,0.028457364693284033,0.3400333942174911,1.0,0.999875,0.7491144616603851,0.3199999928474426
56,23.354451469421388,0.16972351908683778,0.017695250988006592,0.18643468707799912,0.25104562401771546,0.6127504032850265,0.0944508864581585,0.5852970808744431,0.01903436503186822,1.7521157128810882,0.02763789028674364,0.32043957713246346,1.0,0.99975,0.7489543759822845,0.3199999928474426
57,29.523383766174316,0.23229176151752473,0.026754682302474974,0.521424758374691,0.3337941648960113,0.6520902748107911,0.1030049242079258,0.6064049580097198,0.016286014914512634,1.8473311324119568,0.029384864389896393,0.27193604558706286,0.9856875,0.91825,0.6662058352530003,0.3199999928474426
58,24.828984634399415,0.17249287724494933,0.03488425588607788,0.19211401319503785,0.2901967153549194,0.6541132986545563,0.09925940346717835,0.6176463685035706,0.014890267752110957,1.8511441813707352,0.02823341830074787,0.2641163279116154,1.0,0.999125,0.7098032846450806,0.3199999928474426
59,23.59340978240967,0.17013484674692153,0.024984845399856567,0.1863526064157486,0.2572487962245941,0.6171815123558044,0.09469210574030876,0.5872929079532623,0.01843286130577326,1.8023857798576355,0.026437717735767363,0.32334511759877205,1.0,1.0,0.7427512037754059,0.3199999928474426
60,23.38874070739746,0.16986366748809814,0.021943268060684203,0.18704238253831865,0.2493933036327362,0.607203774690628,0.09455836260318756,0.5867117785215378,0.01914177580922842,1.8220521653294564,0.025961403161287307,0.29741702073812487,1.0,0.999375,0.7506066963672638,0.3199999928474426
61,23.32051474761963,0.1695721482038498,0.01918472361564636,0.18622509574890136,0.24569820308685303,0.6052978045940399,0.09448362576961518,0.5864533884525299,0.019352572463452816,1.8270902485847473,0.025489272236824036,0.2765333573073149,1.0,0.99975,0.754301796913147,0.3199999928474426
62,23.28696130371094,0.16942155015468596,0.017193774223327636,0.18599908381700517,0.24699679160118104,0.6039012932777404,0.09349800917506218,0.5770310016870499,0.019472840882837773,1.8435661396980285,0.02474993199855089,0.2698680528104305,1.0,0.999875,0.753003208398819,0.3199999928474426
63,23.36723612213135,0.16967907810211183,0.01699552583694458,0.18807801699638366,0.2492602415084839,0.6040607669353485,0.09276577797532082,0.5774447562694549,0.019654344689100982,1.8656207134723664,0.0241332236751914,0.2482682472318411,1.0,0.99925,0.7507397584915161,0.3199999928474426
64,23.21830177307129,0.16934391087293624,0.015663455963134766,0.18652704179286958,0.24386501002311706,0.5959661792516708,0.09202588011324406,0.5695306309461594,0.0199219778329134,1.9126510319709777,0.023710979372262953,0.2781569457650185,1.0,0.99975,0.7561349899768829,0.3199999928474426
65,28.161084449768065,0.20305447405576707,0.030417668342590333,0.4144021199941635,0.32910351848602293,0.6571718072891235,0.10004044952988625,0.615043022274971,0.015744596119970082,1.917307975769043,0.02496578626334667,0.19168170707672835,0.992625,0.942375,0.6708964813351631,0.3199999928474426
66,23.923404617309572,0.1702865890264511,0.025547236919403075,0.1866892663836479,0.2650223138332367,0.620361325263977,0.09609675055742264,0.5971827455759049,0.01729076299071312,1.9018248562812805,0.02353905373066664,0.2119147215113044,1.0,0.999875,0.7349776861667633,0.3199999928474426
67,23.496068351745606,0.16955580192804337,0.02059278178215027,0.1857224583029747,0.24768334889411928,0.6058245763778687,0.0938691567927599,0.5763735495805741,0.019302995800971987,1.9294700503349305,0.022896011672914027,0.26209248447418215,1.0,0.999625,0.7523166511058808,0.3199999928474426
68,23.1799301071167,0.16923520600795747,0.0176752827167511,0.18487542629241943,0.24055781555175781,0.5965678071975709,0.09391346085071564,0.5728703774213791,0.019546339154243468,1.898083279132843,0.022264590792357923,0.24727880269289015,1.0,0.999875,0.7594421844482422,0.3199999928474426
69,23.117112434387206,0.1690927889943123,0.015960657596588136,0.18517819291353227,0.24058940243721008,0.5945697293281555,0.09209573441743851,0.5683735345602036,0.019793634958565235,1.9002172994613646,0.021558154366910456,0.24381501968204974,1.0,1.0,0.75941059756279,0.3199999928474426
70,23.144369720458986,0.1692133892774582,0.015051690101623535,0.1865144265294075,0.24141290068626403,0.5958106279373169,0.09348587936162948,0.570183642745018,0.02002146789431572,1.8862638691663742,0.02123394440859556,0.26737365520745515,1.0,0.9995,0.7585870993137359,0.3199999928474426
71,22.970788536071776,0.16902235382795333,0.01392768430709839,0.18467967867851257,0.23658324694633484,0.5892989249229431,0.09165546084940433,0.5587042331695556,0.020291822530329226,1.9136957055628299,0.02036379075050354,0.2887191510275006,1.0,1.0,0.7634167530536652,0.3199999928474426
72,22.898581352233887,0.16918584859371186,0.013387272834777832,0.18630236965417862,0.23814807081222533,0.5851638692617417,0.09164582762122155,0.5728331692218781,0.02039714991301298,1.884590082168579,0.02006276037171483,0.19373199322074652,1.0,0.999375,0.7618519291877747,0.3199999928474426
73,22.96536962890625,0.16897359091043473,0.01300348162651062,0.185399797976017,0.2368243010044098,0.5870866252183914,0.09123983876407146,0.5682585165500641,0.020474228762090207,1.9173064806461335,0.019858503822237254,0.2122632625773549,1.0,0.999875,0.7631756989955902,0.3199999928474426
74,22.84663709259033,0.16918522828817367,0.013338099479675293,0.18732825350761415,0.24158267068862915,0.5817345967292785,0.09008933317661286,0.5548063098192215,0.02011652820184827,1.9108933556079863,0.01937772063910961,0.23114691939204932,1.0,0.9995,0.7584173293113708,0.3199999928474426
75,27.564313034057616,0.2022247107028961,0.0312806179523468,0.38472310090065004,0.32386488127708435,0.652050428390503,0.09928648608922959,0.5997800722122192,0.015373767621815205,1.9013017287254335,0.02020876231044531,0.1509950941540301,0.994125,0.952875,0.676135118663311,0.3199999928474426
76,22.99887897491455,0.16946362262964249,0.01958379054069519,0.18557874423265458,0.2450572726726532,0.586628791809082,0.08951441156864166,0.5626150436401367,0.019254589047282934,1.923612144112587,0.01875508437305689,0.1858885507658124,1.0,1.0,0.7549427273273468,0.3199999928474426
77,22.881331733703615,0.16899142968654632,0.016204983949661255,0.18420023983716965,0.23596884965896606,0.5838564394712448,0.0910243407189846,0.5542595865726471,0.020413914620876314,1.937971487045288,0.018741058014333248,0.2089206035733223,1.0,1.0,0.764031150341034,0.3199999928474426
78,22.810696685791015,0.16890372198820114,0.014510592937469483,0.18516192775964738,0.23514973402023315,0.5819489841461182,0.09135618014633655,0.5579109244346618,0.0205106350928545,1.91515776014328,0.01820711202919483,0.22174286130815746,1.0,0.999375,0.7648502659797668,0.3199999928474426
79,22.596705757141113,0.16879803431034088,0.013261905908584594,0.18483004170656203,0.23335606241226195,0.5760094720125198,0.09043786746263505,0.5608868576288223,0.020660820826888086,1.8750709972381592,0.0176294584274292,0.18702555172145366,1.0,1.0,0.7666439375877381,0.3199999928474426
80,22.58962055206299,0.16878948038816452,0.012161586523056031,0.18541788309812546,0.2332277488708496,0.5757845741510391,0.09019636568427086,0.5617710634469986,0.020933409564197064,1.8718669571876525,0.01726840987801552,0.24958705124258995,1.0,0.99975,0.7667722511291504,0.3199999928474426
81,22.444487533569337,0.1688442261815071,0.012997239112854005,0.18467807227373123,0.23342115020751952,0.572680734038353,0.0895729207098484,0.5606173542737961,0.02081144554167986,1.8377617462277411,0.016758183058351278,0.21604774921387435,1.0,1.0,0.7665788497924805,0.3199999928474426
82,22.527613578796387,0.16870797806978224,0.011542076349258423,0.1849990249276161,0.23156359100341797,0.5757554630041123,0.09154583546519279,0.5585751875638961,0.021123835086822508,1.8517225768566132,0.016681897979229688,0.21866324085742236,1.0,0.999875,0.768436408996582,0.3199999928474426
83,22.40961190032959,0.1685600024461746,0.010732674598693847,0.18419398003816603,0.22925798606872558,0.5702303550243377,0.08936615136265755,0.5547390887737275,0.021190562926232816,1.872384469985962,0.016253311328589915,0.19632221511006356,1.0,1.0,0.7707420139312744,0.3199999928474426
84,22.601118438720704,0.16886976462602615,0.011677230834960937,0.1868170473575592,0.23437537074089052,0.573707772731781,0.08930189767479897,0.5585450955629349,0.02128728101402521,1.896814082145691,0.016239796958863736,0.1659707888774574,1.0,0.999125,0.7656246292591095,0.3199999928474426
85,25.337839614868162,0.18829876679182053,0.016143771171569826,0.33767818331718447,0.27462934064865113,0.5979625418186187,0.09235809387266636,0.5666549578905106,0.019862994626164435,1.8953665957450867,0.01631349129974842,0.15276854094862938,0.9965625,0.9595,0.7253706592023372,0.3199999928474426
86,23.55243968963623,0.17072381502389908,0.024817116260528564,0.1892949801683426,0.2674858329296112,0.6112613033056259,0.09381746873259544,0.5826096352338791,0.017232246153056623,1.8304204564094544,0.016033752512186767,0.1323564807474613,1.0,0.999625,0.7325141670703887,0.3199999928474426
87,22.65227473449707,0.16897208029031754,0.017391353845596313,0.1849718186855316,0.23602390098571777,0.579492657661438,0.09050481401383877,0.5607325701713562,0.02038080208003521,1.8611423589289189,0.015410808771848679,0.1828996994122863,1.0,1.0,0.7639760990142822,0.3199999928474426
88,22.22908765411377,0.16865668165683748,0.014370056867599488,0.1847734981775284,0.2296526997089386,0.5677818804979324,0.08831906217336655,0.5484396235942841,0.021133703097701073,1.8131018044948577,0.01505061861500144,0.16886704264581204,1.0,0.99975,0.7703473002910614,0.3199999928474426
89,22.1175154876709,0.168544586956501,0.012559055805206299,0.18413750541210175,0.22872227358818054,0.5626500489711761,0.08754554295539856,0.5449427374601364,0.021002008643001318,1.824940312564373,0.014810434963554144,0.255516538515687,1.0,1.0,0.7712777264118195,0.3199999928474426
90,22.192572280883788,0.16843824511766434,0.011178255081176758,0.18396857672929764,0.22592006826400757,0.5651149007081986,0.09008727307617664,0.5473807002305985,0.02151640348136425,1.8374545459747313,0.014904219634830951,0.16127468570321798,1.0,1.0,0.7740799317359924,0.3199999928474426
91,21.990919120788575,0.16835749453306198,0.010284013748168945,0.18399341946840286,0.22435140419006347,0.5586359683275223,0.08710067223012448,0.5449850378036499,0.021796104654669763,1.8183145442008972,0.01458638035133481,0.13642890220880508,1.0,1.0,0.7756485958099365,0.3199999928474426
92,22.172854522705077,0.16868599033355713,0.01091792917251587,0.18720288568735122,0.23194437551498412,0.5640774453878403,0.08871587942540646,0.5491019798517227,0.02129938220232725,1.804980972290039,0.014269236996769906,0.13347742649167776,1.0,0.999125,0.7680556244850159,0.3199999928474426
93,21.86267645263672,0.16841601186990737,0.009800724267959594,0.18477972710132598,0.22564767718315124,0.5556143944263459,0.08695472213625909,0.5439973024129867,0.021460093960165978,1.7804349002242088,0.013820925671607255,0.1821377910915762,1.0,0.999875,0.7743523228168487,0.3199999928474426
94,21.839264701843263,0.1683284207582474,0.00934338665008545,0.18401553416252137,0.223683602809906,0.557843339562416,0.08884354692697526,0.5432621629238129,0.021801759399473666,1.753751455783844,0.013590998072177172,0.1542084232531488,1.0,1.0,0.776316397190094,0.3199999928474426
95,21.885337242126464,0.16832706749439239,0.0090738205909729,0.18391931861639021,0.22321890592575072,0.558079118013382,0.08876180675625801,0.5499079757928849,0.021494525149464608,1.7667677626609801,0.013568553432822228,0.18817200089618563,1.0,1.0,0.7767810940742492,0.3199999928474426
96,25.000989631652832,0.19937447065114974,0.013803169250488282,0.3602365080714226,0.270039214849472,0.575914355635643,0.09082713249325752,0.5574301937818528,0.0207819316200912,1.7946151898503304,0.013700829233974218,0.17779528411105275,0.99375,0.9575,0.7299607850909233,0.3199999928474426
97,23.269540809631348,0.1712584364414215,0.022856123924255373,0.19120257836580276,0.26940354776382447,0.596854416847229,0.09332595035433769,0.5983123887777329,0.018712098121643067,1.7987525975704193,0.013978518452495337,0.12098322300054133,1.0,0.998875,0.7305964522361755,0.3199999928474426
98,22.06532978057861,0.1688363456726074,0.015439346313476562,0.1847587406039238,0.2311503710746765,0.5670544043779373,0.08902345278859139,0.5499423204660415,0.021038597375154497,1.7334798903465272,0.013206228438764811,0.1301609505750239,1.0,1.0,0.7688496289253235,0.3199999928474426
99,21.85150926208496,0.16844909137487413,0.012500589370727538,0.18363082736730577,0.22520239472389222,0.557002759218216,0.08690824867784977,0.5389086909294128,0.021859526075422762,1.775510836839676,0.013143812127411366,0.12053240836784243,1.0,1.0,0.7747976052761077,0.3199999928474426
100,21.57786785888672,0.16835304576158525,0.01098477005958557,0.1834207943081856,0.22040075063705444,0.5525905401706696,0.0888054487258196,0.5411132057905197,0.021880707822740077,1.6907024348378181,0.01287116902694106,0.2435029245018959,1.0,1.0,0.7795992493629456,0.3199999928474426
