epoch,g_total,g_adv,g_sb,g_nce,rgb_identity,d_loss,e_loss,rgb_class_accuracy,examples_per_second
111,2.8044663660526274,0.86959628033638,0.015187556186690926,1.9332475073734918,0.001038223365942637,1.992141438961029,0.015187172976322471,1.0,230.053351010667
112,2.8009246201515197,0.869153177857399,0.015113847634134193,1.9301578522920608,0.0010220196321606635,1.991072997490565,0.01511075193931659,1.0,222.64845681634097
113,2.8027113749980925,0.8710306775271892,0.015178984601050615,1.930056727806727,0.0010607088382045427,1.9903272895415625,0.015177431889499228,0.9999583333333333,232.48057546798162
114,2.799827903429667,0.8681869478225708,0.015223043807782232,1.9300183907747268,0.001002600982785225,1.9917689609130225,0.01522179557569325,1.0,240.42889326956944
115,2.803170528491338,0.8694542556107044,0.01511462553900977,1.932104659239451,0.0010015049402912458,1.9888740694522857,0.015114203065323333,1.0,244.4520377634631
116,2.802222326993942,0.8703939432005088,0.015050202685408295,1.9302234907150269,0.0009987441549698512,1.9913456904093425,0.015046821492103239,1.0,225.21498813677758
117,2.8021147968769076,0.8690769829154015,0.0149606875864168,1.9314370294809342,0.001047153780857722,1.9905751326878867,0.01495781870217373,1.0,231.9313371990835
118,2.798803297519684,0.8660687189102173,0.014806050446815789,1.9311507909297942,0.0010318338871002197,1.9907273166179658,0.014804291526166101,1.0,237.57051706541253
119,2.7965833155314126,0.869833256115516,0.014857727400958538,1.9251630219221114,0.001012684553861618,1.9911361618439356,0.01485506572512289,1.0,238.2230657938246
120,2.796453185478846,0.8686767896711827,0.014797106750930348,1.926192444006602,0.0010424067055185636,1.9901252016226452,0.01479523297616591,1.0,224.9721587520031
